place_id,name,site,phone,email,whatsapp,instagram,facebook,cleaned_on
ChIJcS5KKr_QBZERqHtSYCUJARg,Dojo Hermandad,NA,NA,NA,NA,NA,NA,2025-07-14
ChIJOfOF4ui9BZERNEHtLiFSW_U,Dojo Lurín,NA,NA,NA,NA,NA,NA,2025-07-14
ChIJvXw3qH7JBZERLNp_Vfw8XJo,Dojo Mentesaiko,NA,+51 921 597 271,NA,https://wa.me/51921597271,https://www.instagram.com/dojomentesaiko.bjjmma,NA,2025-07-14
ChIJza2soSGjBZERGi_K1jWpiCw,Dojo punta hermosa,NA,NA,NA,NA,https://www.instagram.com/dojopuntahermosa,NA,2025-07-14
ChIJ9QBFvzyfBZERfeRaigDBmh8,Dojo San Bartolo,NA,+51 994 914 068,NA,https://wa.me/51994914068,NA,NA,2025-07-14
ChIJ433FgiDOBZER8YkaGFvLvBw,DRAGON ROJO ESCUELA DE ARTES MARCIALES,NA,+51 965 434 066,NA,https://wa.me/51965434066,NA,NA,2025-07-14
ChIJpbOPHQDPBZERgNhOqhBdNlI,Dream Art Los Olivos,NA,NA,NA,NA,NA,NA,2025-07-14
ChIJkb7L-yPHBZERvMfhofqs9f0,Dream Art Peru-Jiu Jitsu || Academia de Artes Marciales,http://www.dreamart-peru.com/,+51 967 000 574,NA,https://wa.me/51967000574,https://www.instagram.com/dreamart_peru,https://www.facebook.com/dreamartxkazoku,2025-07-14
ChIJ_49ZfwC5BZER25WIUu0zge8,Dream Art San Juan,http://www.dreamart-peru.com/,+51 902 787 543,NA,https://wa.me/51902787543,https://www.instagram.com/dreamart_peru,https://www.facebook.com/dreamartxkazoku,2025-07-14
ChIJ_x2r75vJBZERgmBgN_FrDIM,Dream Art San Miguel,http://www.dreamart-peru.com/,+51 993 549 293,NA,https://wa.me/51993549293,https://www.instagram.com/dreamart_peru,https://www.facebook.com/dreamartxkazoku,2025-07-14
ChIJ13qNn8TJBZERWbv_je4pbBw,ECO-L,NA,+51 957 475 521,NA,https://wa.me/51957475521,NA,NA,2025-07-14
ChIJ8R-GFhDJBZERhtpx6oScBN4,El Dogo Training Center,NA,+51 999 958 488,NA,https://wa.me/51999958488,NA,NA,2025-07-14
ChIJPaZRdMPHBZER5ztEW3DODhQ,El Templo,NA,NA,NA,NA,NA,https://www.facebook.com/El.TemploJiujitsu,2025-07-14
ChIJTQbQ2VbVBZERIvXW_Nrgoyw,Escuela búfalos MMA.(Artes marciales mixtas)en ventanilla Pachacutec incawasi.,NA,+51 970 746 344,NA,https://wa.me/51970746344,NA,NA,2025-07-14
ChIJjY4SOaZ1BZERRHxcdzy-H4Y,Escuela de artes marciales | Adamu MMA | Chilca,NA,+51 997 912 551,NA,https://wa.me/51997912551,https://www.instagram.com/adamu.mma/,https://www.facebook.com/people/Adamu-MMA/61555242338472/,2025-07-14
ChIJBTqvMrvOBZERKOlujH1mxM8,Escuela De Combate RUMBLE,NA,+51 922 377 582,NA,https://wa.me/51922377582,NA,NA,2025-07-14
ChIJ__8gaBnJBZERMs5FSMPbsFg,ESCUELA DE JIUJITSU CARLSON GRACIE TEAM PERÚ,http://www.carlsongracieteamperu.com/,+51 997 918 144,informes@carlsongracieteamperu.com,https://wa.me/51997430784,https://www.instagram.com/bendezudojo,https://www.facebook.com/110210538451726,2025-07-14
ChIJ3ca_7GfOBZER0kYN24RJ7KY,Escuela Pitbull Artes Marciales Mixtas,NA,+51 930 242 842,mijailiberico@hotmail.com,https://wa.me/51930242842,NA,https://www.facebook.com/EscuelaPitbulllartesmarcialesmixtas,2025-07-14
ChIJ4d2EXxbRBZER_xbi4ogLMxU,Extreme Gym,NA,+51 914 610 785,NA,https://wa.me/51914610785,NA,NA,2025-07-14
ChIJq4XJ2-nPBZERtqn6GDsB-cQ,FAT,NA,+51 957 746 776,NA,https://wa.me/51957746776,NA,https://www.facebook.com/MMA-Salmistas-105755281341416,2025-07-14
ChIJfWAsKx_IBZERt1ZX_T0dxT4,Fight Academy Miraflores,http://www.fightacademymiraflores.com/,+51 967 195 860,info@fightacademymiraflores.com,https://wa.me/51967195860,https://www.instagram.com/fightacademymiraflores,NA,2025-07-14
ChIJqSHozRjIBZERtbsnNkuMfng,Fight & Fitness,NA,+51 1 4464885,NA,NA,NA,NA,2025-07-14
ChIJ-Y9xE8PFBZERYnNQ_wmVuXg,Fight Club Shogun Escuela de artes marciales mixtas,NA,+51 936 971 879,NA,https://wa.me/51936971879,NA,NA,2025-07-14
ChIJa1MpRMDPBZER3Zq-EXTKhP8,Fighters Factory - Artes Marciales y Defensa Personal,NA,+51 942 397 337,NA,https://wa.me/51942397337,NA,NA,2025-07-14
ChIJNwNYneXPBZERvnx_1rWKLmQ,fox academy,NA,+51 1 6839070,NA,NA,NA,NA,2025-07-14
ChIJAQXOKwvNBZERqF_wMqqlaZc,francopedrozamma,NA,NA,NA,NA,NA,NA,2025-07-14
ChIJKesXee25BZERRTPN-SaAGX4,FudoZen Jiu Jitsu - Taurus BJJ,NA,+51 967 713 492,NA,https://wa.me/51967713492,NA,NA,2025-07-14
ChIJ1YpSKgDJBZERKDmUGecW1nQ,Galera Bjj,NA,NA,NA,NA,https://www.instagram.com/galera_bjj,NA,2025-07-14
ChIJqT3IfADFBZERiGYMI6Qk8xc,Samurái Ate Vitarte BJJ Galpón Fight Club MMA JIUJITSU,NA,+51 967 948 401,NA,https://wa.me/51967948401,https://www.instagram.com/galpon.fight.club.mma,NA,2025-07-14
ChIJEXuVY_i3BZER08CWMOYLlzA,Gaman Perú,NA,+51 924 135 819,NA,https://wa.me/51924135819,NA,NA,2025-07-14
ChIJEXKqbTO3BZER3euLTELXG_U,Game Fight Chorrillos,NA,+51 985 681 099,NA,https://wa.me/51985681099,https://www.instagram.com/gamefightchorrillos,NA,2025-07-14
ChIJXfqFUWXHBZERBCWUtdh8OzA,Gentle Art Training Center,NA,+51 992 221 229,NA,https://wa.me/51992221229,NA,NA,2025-07-14
ChIJA-eyd8bIBZERzlDlMoT-BUo,Gimnasio Club Apolo Gym,NA,+51 934 523 464,NA,https://wa.me/51934523464,NA,NA,2025-07-14
ChIJOfVTLj_JBZERTUyB_kKhYnc,Gracie Barra San Miguel,https://www.graciebarrasanmiguel.crosshero.site/,+51 972 466 436,administracion@graciebarraperu.com,https://wa.me/51972466436,https://www.instagram.com/alavanca_peru,NA,2025-07-14
ChIJJ-HrgETHBZERj90CNmOWPh4,Guigo Jiu Jitsu Surco,NA,+51 993 496 833,NA,https://wa.me/51993496833,NA,NA,2025-07-14
ChIJo5dfznG7BZERUKPgRmSt_tE,Herreras Fight Center,NA,+51 986 813 053,NA,https://wa.me/51986813053,NA,NA,2025-07-14
ChIJIxkhu37HBZEROfIG-FHuJYM,Hippo BJJ Jiujitsu Perú | Academia de Artes Marciales,NA,+51 999 600 162,NA,https://wa.me/51999600162,NA,https://www.facebook.com/TeamHippoBjj,2025-07-14
ChIJuSGxkgrRBZER1xdiRMDhh04,IF ACADEMY,NA,+51 992 194 361,NA,https://wa.me/51992194361,NA,NA,2025-07-14
ChIJzwKq4Mi5BZER0d4ZhuG1mXA,INTI WALLA PERU,NA,+51 993 891 598,NA,https://wa.me/51993891598,https://www.instagram.com/explore/locations/2281100328806244/inti-walla-peru/,https://www.facebook.com/p/INTI-WALLA-PERU-100063763851955/,2025-07-14
ChIJN5ZmqUjDBZERfg6CAsw_DIk,jabali jiu jitsu,NA,+51 997 705 831,NA,https://wa.me/51997705831,NA,NA,2025-07-14
ChIJ_7g9iXnHBZERhEl77cpDon4,Japanese ju jitsu academy - Cobra kai peruano,NA,NA,NA,NA,NA,NA,2025-07-14
ChIJk8SzSkDOBZERCTZ3zE24RQw,JUNGLE FIGHTING CENTER,NA,+51 947 132 222,chavezbjjantonio@gmail.com,https://wa.me/51947132222,NA,https://www.facebook.com/JungleFightingCenter,2025-07-14
ChIJN3QsxCbPBZERgR2YabPmQbA,JUNGLE FIGHTING CENTER SEDE HUANDOY,NA,NA,NA,NA,NA,NA,2025-07-14
ChIJVTkYBQy4BZER8Lrs_Th1Gyg,Kami Martial Arts,NA,+51 989 017 185,NA,https://wa.me/51989017185,NA,NA,2025-07-14
ChIJb35O-MG5BZER0gm5vyGT7yY,Klandestino Jiujitsu Villa el Salvador,NA,+51 902 126 885,NA,https://wa.me/51902126885,NA,NA,2025-07-14
ChIJKaKtOJLTBZERIcXehVZ4ODk,Knockouts Training Center,NA,NA,NA,NA,NA,NA,2025-07-14
ChIJl8KifKTVBZERAZzwbANiMV4,kTC - Escuela de Artes Marciales Mixtas,NA,+51 934 928 853,NA,https://wa.me/51934928853,NA,NA,2025-07-14
ChIJN9wzg_zRBZERNZr_IawriMM,La Casa de Batiatus,NA,+51 982 174 856,NA,https://wa.me/51982174856,NA,https://www.facebook.com/La-Casa-de-Batiatus-842188182482926,2025-07-14
ChIJ978EWfa5BZERiREZ7hbxVA0,LA GRANJA BJJ,NA,+51 930 508 219,NA,https://wa.me/51930508219,https://www.instagram.com/lagranjabjj,NA,2025-07-14
ChIJSb1NrmPJBZERf34Gt0a60eM,Lab 266 Jiu Jitsu & Movement,http://www.lab266.com/,+51 981 245 182,NA,https://wa.me/51981245182,NA,NA,2025-07-14
ChIJvwqpvkHHBZERdO0CswW9ZsU,Legacy BJJ Perú,NA,+51 923 898 170,NA,https://wa.me/51923898170,NA,NA,2025-07-14
ChIJgfP7ckzRBZERYV0OABgUnqA,Los Perros Sarnosos De Pro - Equipo Giglio,NA,+51 930 868 165,NA,https://wa.me/51930868165,NA,https://www.facebook.com/Los-Perros-Sarnosos-Pro-Los-Olivos-1170666756331189,2025-07-14
ChIJvYHKt3-jBZEROnva_mUx-X0,Maretazo Muay Thai - MMA,NA,+51 986 000 357,NA,https://wa.me/51986000357,NA,NA,2025-07-14
ChIJGy2VpEjPBZERRuN81xfxeJc,Maximos Combat Club,NA,+51 972 102 849,NA,https://wa.me/51972102849,https://www.instagram.com/mccperuoficial,NA,2025-07-14
ChIJvacSRQDVBZERBxHZNVWjEjw,MEGA WOLF GYM,NA,+51 906 245 395,NA,https://wa.me/51906245395,NA,NA,2025-07-14
ChIJabJUHWzHBZERBIaiGFzAyBc,Mekka Jiujitsu,https://www.mekkabrand.com/,+51 953 885 037,info@mekkabrand.com,https://wa.me/51993795427,https://www.instagram.com/mekkajiujitsu,NA,2025-07-14
ChIJkfQshOjFBZERHZm1o7HcYTE,MKOMBAT SJL,NA,+51 958 966 721,NA,https://wa.me/51958966721,NA,NA,2025-07-14
ChIJp8E3VQ3PBZERnloYE0DqDw4,MMA-SALMISTA ( ACADEMIA DE DEPORTE),NA,+51 957 746 776,NA,https://wa.me/51957746776,https://www.instagram.com/salmistasmma/,https://www.facebook.com/p/Academia-Salmista-MMA-100050883829326/,2025-07-14
ChIJG05Mh_DHBZERetDpq21KTFw,Monkey Jiu Jitsu,http://www.monkeybjj.com/,+51 987 755 130,NA,https://wa.me/51987755130,https://www.instagram.com/monkeybjj,https://www.facebook.com/monkeyjiujitsuperu,2025-07-14
ChIJNeMy2jDJBZERawYM4lCPlLc,Mutant House Jiu Jitsu,NA,+51 999 335 730,NA,https://wa.me/51999335730,NA,NA,2025-07-14
ChIJv_9GrX3JBZERpdIfG8ujNTI,Nagare Jiu Jitsu,NA,NA,support@calendly.com,NA,NA,NA,2025-07-14
ChIJZxWvr-HIBZERPwGb5wPFqag,Nippi Judo Club Peru,NA,+51 982 238 483,NA,https://wa.me/51982238483,NA,NA,2025-07-14
ChIJ3cBfgAbJBZERjo1i2MqHYMk,NKO Training Center I,NA,+51 956 980 101,NA,https://wa.me/51956980101,https://www.instagram.com/nko.tc,NA,2025-07-14
ChIJP6z8pTTJBZERkq2_VrWh5QA,NS BROTHERHOOD LINCE,NA,+51 932 764 196,NA,https://wa.me/51932764196,NA,NA,2025-07-14
ChIJl-OE-4bIBZERA407nV0og0Y,NS BROTHERHOOD PERÚ,NA,+51 993 081 703,NA,https://wa.me/51993081703,https://www.instagram.com/nsbrotherhoodperu,NA,2025-07-14
ChIJG1UHBFrJBZERLbEeqYaaKuY,OSAE Jiu Jitsu,NA,+51 933 620 874,NA,https://wa.me/51933620874,NA,NA,2025-07-14
ChIJn7sYPwDJBZER8XVYDRxEe8E,Parabellum,NA,+51 903 340 959,NA,https://wa.me/51903340959,https://www.instagram.com/parabellum.bjj,NA,2025-07-14
ChIJkwetawDPBZERe4-TTmC1ho0,Peru Combat Warriors,NA,+51 932 322 583,NA,https://wa.me/51932322583,NA,NA,2025-07-14
ChIJERtB_gzJBZERgcXx1-xaPVE,Peru Fight Academy,http://www.perufightacademy.com/,+51 944 672 901,perufightacademy@gmail.com,https://wa.me/51944672901,NA,NA,2025-07-14
ChIJ93hXYyfHBZERcjGFyxcuVdE,Peru Fight Academy San Borja,NA,+51 971 758 785,NA,https://wa.me/51971758785,NA,https://www.facebook.com/termedellafratta,2025-07-14
ChIJ4Y4PDdzHBZERJXAhgGULTzE,Peruvian Judo Federation,http://www.judoperu.org/,+51 1 3239200,administracion@judoperu.org,NA,https://www.instagram.com/judoperu,https://www.facebook.com/judoperu,2025-07-14
ChIJpx8PrxK5BZER6zsdCeVE_ks,Pitbull Martial Arts Center/PMAC,NA,+51 986 638 749,NA,https://wa.me/51986638749,NA,https://www.facebook.com/pmacperu,2025-07-14
ChIJvRitl9XJBZERpWI5jNsJq0k,Primo Jiu-jitsu,NA,+51 947 211 404,NA,https://wa.me/51947211404,NA,NA,2025-07-14
ChIJ50sMOerHBZERn8tKf7_hoAY,Pro Figthing Peru,NA,+51 954 741 063,NA,https://wa.me/51954741063,https://www.instagram.com/pfpsanborja,NA,2025-07-14
ChIJK54LUY6ZBZERR-WxLMqnM2I,Punta Hermosa Training Club,NA,+51 913 296 781,NA,https://wa.me/51913296781,https://www.instagram.com/puntahermosatrainingclub,NA,2025-07-14
ChIJTST-HcnJBZERrNhTM-u_rJA,Purple OG - Bjj Art,NA,+51 946 209 249,NA,https://wa.me/51946209249,NA,NA,2025-07-14
ChIJX_TLpF_JBZER0h0_mprkNC0,RED LIONS - MMA Academy,https://www.red-lions-mb-academy.negocio.site/?copy,+51 924 574 136,NA,https://wa.me/51924574136,NA,https://www.facebook.com/RedLionsMBAcademy,2025-07-14
ChIJj4ZR05TLBZERZz0HklRYUlQ,RED LIONS - MMA Academy,NA,+51 924 574 136,NA,https://wa.me/51924574136,NA,NA,2025-07-14
ChIJZ920gvzIBZERgQR9-HhPq6w,Renzo Gracie Academy,NA,+51 972 195 557,NA,https://wa.me/51972195557,NA,NA,2025-07-14
ChIJdZHuDynJBZERmT2FI6h0ib4,Ronin Martial Arts - Jiu jitsu & MMA,NA,+51 964 935 641,NA,https://wa.me/51964935641,https://www.instagram.com/ronin_martial.arts,https://www.facebook.com/ronin.martial.arts.pe,2025-07-14
ChIJd7C6LJbJBZER0URIRWAiJcY,Samurai Martial Arts,NA,+51 971 428 754,NA,https://wa.me/51971428754,https://www.instagram.com/samuraimartialarts,NA,2025-07-14
ChIJCb45ex3JBZERc1ODq5sRUPU,SAMURAI PUEBLO LIBRE,NA,+51 962 095 823,NA,https://wa.me/51962095823,NA,NA,2025-07-14
ChIJ-V1U4WiZBZEREqlFW69BUjs,San Bartolo JiuJitsu,NA,+51 935 158 768,NA,https://wa.me/51935158768,https://www.instagram.com/sanbartolo.jj,NA,2025-07-14
ChIJb0J5dqHJBZERe8GSzXECUtQ,Shin Gi Tai - Lima Judo Club,NA,NA,NA,NA,https://www.instagram.com/judo.miraflores,NA,2025-07-14
ChIJBzhPuPrPBZERLz7z0Txc60c,Shinyuu - Guigo Jiujitsu Rimac,NA,+51 961 468 079,NA,https://wa.me/51961468079,NA,NA,2025-07-14
ChIJARxB5svRBZERNPsy3ne2Cns,SMA OIS PERÚ EMETH KRAV MAGA,NA,+51 999 440 426,NA,https://wa.me/51999440426,NA,NA,2025-07-14
ChIJ2_uPUwDJBZERQmMjPUSEARI,Studio 7,NA,NA,NA,NA,NA,NA,2025-07-14
ChIJtdJazrDh8YsRSc-mT_xbFvs,Studio 7 Jiu jitsu Club,NA,+51 966 745 206,NA,https://wa.me/51966745206,NA,NA,2025-07-14
ChIJ04_GLCTHBZEROwgIg2JXg7g,Sumaq Jiu Jitsu,NA,+51 993 756 798,NA,https://wa.me/51993756798,NA,NA,2025-07-14
ChIJWYDztR25BZERa12oVlSlFC8,SWAM Peru Academy of Modern Martial Arts & Science,https://www.miguelopezbustamante.leadgods.com/es/landing/swam-peru-academy-of-modern-martial-arts?preview=true,+51 977 516 304,NA,https://wa.me/51977516304,NA,NA,2025-07-14
ChIJ1YklegDPBZER1Ibv-FUqkaM,Tamashi Judo Club Los Olivos,NA,NA,NA,NA,NA,NA,2025-07-14
ChIJe3XTfQbJBZERP7gk6MKAVFQ,Tan Ren Guigo Jiu Jitsu,NA,+51 944 831 624,NA,https://wa.me/51944831624,NA,NA,2025-07-14
ChIJwy6ggZC3BZER3XbcHvxB8tM,Taurus Gym Dojo,NA,+51 921 548 697,NA,https://wa.me/51921548697,NA,NA,2025-07-14
ChIJPWxX5gDRBZER1LeoJ419ACM,TEAM BERSERKER,NA,+51 936 017 229,NA,https://wa.me/51936017229,NA,NA,2025-07-14
ChIJrQBS6LjDBZERZTLseobjQDo,Team Jairolo mma,NA,+51 947 173 076,NA,https://wa.me/51947173076,https://www.instagram.com/warriors_fighting_peru,NA,2025-07-14
ChIJlYGuR9nIBZERDTNNPHOPDrE,Team Perros Sarnosos - Mestre Hector Iberico,NA,+51 986 781 227,losperrossarnosos@hotmail.com,https://wa.me/51986781227,NA,https://www.facebook.com/LosPerrosSarnosos,2025-07-14
ChIJFRt8un67BZERRhMFNLShgtI,Team Seven Jiu Jitsu,NA,+51 926 946 468,NA,https://wa.me/51926946468,NA,NA,2025-07-14
ChIJZSSeoRTFBZERpUdBnFFB6hI,TeamCaritaMMA,NA,+51 966 392 724,NA,https://wa.me/51966392724,NA,NA,2025-07-14
ChIJxQAKcK_JBZERIL5Ve7JNsAw,Tominaga Martial Training,NA,+51 962 095 823,NA,https://wa.me/51962095823,NA,NA,2025-07-14
ChIJj-vVKgrPBZERqLodth-aueI,Triangulo Jiujitsu,NA,+51 935 672 118,NA,https://wa.me/51935672118,NA,NA,2025-07-14
ChIJtd_NNADpBZERnKKzBELjDA0,Valhalla Guigo Jiu Jitsu,NA,+51 997 571 729,NA,https://wa.me/51997571729,https://www.instagram.com/valhallaguigojj,NA,2025-07-14
ChIJ2badz7rJBZERxHaIC4ApV2Q,Viringos Jiu Jitsu,NA,NA,NA,NA,NA,NA,2025-07-14
ChIJgTAHm9HHBZERqH8Sfg4j4WQ,XTREME COMBAT,NA,+51 1 2268111,NA,NA,NA,NA,2025-07-14
ChIJe58qHQDPBZERcOlRkfXry8o,Academia Força & Fitness,NA,+51 986 358 100,NA,https://wa.me/51986358100,NA,NA,2025-07-14
ChIJleickSfFBZERvxocs06mECI,Academia Força & Fitness,http://www.affperu.com/,+51 986 358 100,informes@affperu.com,https://wa.me/51986358100,https://www.instagram.com/academiaforcafitness,NA,2025-07-14
ChIJtwb4dADJBZER1-b2zKidZzU,Academia The Factory - Artes Marciales,NA,+51 924 653 191,academiathefactory@gmail.com,https://wa.me/51924653191,NA,https://www.facebook.com/thefactorymiraflores,2025-07-14
ChIJaR7YcY7vBZER3FZOVZx4bHg,ALVARO NOVOA CHOSICA,NA,+51 912 829 891,NA,https://wa.me/51912829891,NA,NA,2025-07-14
ChIJEzX-loTLBZER0JUz0_GZeRM,AMB La Punta Muaythai&box,NA,+51 987 103 583,NA,https://wa.me/51987103583,NA,NA,2025-07-14
ChIJr4hIAu_LBZERILPbEM-CM9w,Asociacion de Residentes,NA,NA,NA,NA,NA,NA,2025-07-14
ChIJD6btPMbHBZER9x_64LBItW0,Attitude Fight Club,http://www.attitudefc.com/,+51 923 322 594,informes@attitudefc.com,https://wa.me/51923322594,https://www.instagram.com/attitudefightclub,https://www.facebook.com/AttitudeFightClub.Peru,2025-07-14
